GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,RCPTOT,PAYANN,PAYQTR1,EMP
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Number of establishments,"Revenue ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12
0400000US49,49,Utah,551,Management of companies and enterprises,2012,483,D,D,D,j
0400000US49,49,Utah,5511,Management of companies and enterprises,2012,483,D,D,D,j
0400000US49,49,Utah,55111,Management of companies and enterprises,2012,483,D,D,D,j
0400000US49,49,Utah,551111,Offices of bank holding companies,2012,6,D,D,D,a
0400000US49,49,Utah,551112,Offices of other holding companies,2012,88,298256,70391,21685,1222
0400000US49,49,Utah,551114,"Corporate, subsidiary, and regional managing offices",2012,389,214613,1598212,434871,21659
0400000US50,50,Vermont,55,Management of companies and enterprises,2012,97,D,D,D,g
0400000US50,50,Vermont,551,Management of companies and enterprises,2012,97,D,D,D,g
0400000US50,50,Vermont,5511,Management of companies and enterprises,2012,97,D,D,D,g
0400000US50,50,Vermont,55111,Management of companies and enterprises,2012,97,D,D,D,g
0400000US50,50,Vermont,551111,Offices of bank holding companies,2012,4,D,D,D,c
0400000US50,50,Vermont,551112,Offices of other holding companies,2012,16,62902,9135,2251,132
0400000US50,50,Vermont,551114,"Corporate, subsidiary, and regional managing offices",2012,77,64235,140251,33440,2021
0400000US51,51,Virginia,55,Management of companies and enterprises,2012,1322,1421845,6131955,1900542,62948
0400000US51,51,Virginia,551,Management of companies and enterprises,2012,1322,1421845,6131955,1900542,62948
0400000US51,51,Virginia,5511,Management of companies and enterprises,2012,1322,1421845,6131955,1900542,62948
0400000US51,51,Virginia,55111,Management of companies and enterprises,2012,1322,1421845,6131955,1900542,62948
0400000US51,51,Virginia,551111,Offices of bank holding companies,2012,29,143969,8137,1957,152
0400000US51,51,Virginia,551112,Offices of other holding companies,2012,121,598667,102693,28054,995
0400000US51,51,Virginia,551114,"Corporate, subsidiary, and regional managing offices",2012,1172,679209,6021125,1870531,61801
0400000US53,53,Washington,55,Management of companies and enterprises,2012,1023,2048070,7626509,1982056,70317
0400000US53,53,Washington,551,Management of companies and enterprises,2012,1023,2048070,7626509,1982056,70317
0400000US53,53,Washington,5511,Management of companies and enterprises,2012,1023,2048070,7626509,1982056,70317
0400000US53,53,Washington,55111,Management of companies and enterprises,2012,1023,2048070,7626509,1982056,70317
0400000US53,53,Washington,551111,Offices of bank holding companies,2012,18,114158,23096,6250,410
0400000US53,53,Washington,551112,Offices of other holding companies,2012,111,901639,157039,44754,998
0400000US53,53,Washington,551114,"Corporate, subsidiary, and regional managing offices",2012,894,1032273,7446374,1931052,68909
0400000US54,54,West Virginia,55,Management of companies and enterprises,2012,247,447034,370078,97681,4860
0400000US54,54,West Virginia,551,Management of companies and enterprises,2012,247,447034,370078,97681,4860
0400000US54,54,West Virginia,5511,Management of companies and enterprises,2012,247,447034,370078,97681,4860
0400000US54,54,West Virginia,55111,Management of companies and enterprises,2012,247,447034,370078,97681,4860
0400000US54,54,West Virginia,551111,Offices of bank holding companies,2012,19,37536,5166,1296,149
0400000US54,54,West Virginia,551112,Offices of other holding companies,2012,26,256802,22977,5467,210
0400000US54,54,West Virginia,551114,"Corporate, subsidiary, and regional managing offices",2012,202,152696,341935,90918,4501
0400000US55,55,Wisconsin,55,Management of companies and enterprises,2012,1084,1413394,5928534,1604008,66871
0400000US55,55,Wisconsin,551,Management of companies and enterprises,2012,1084,1413394,5928534,1604008,66871
0400000US55,55,Wisconsin,5511,Management of companies and enterprises,2012,1084,1413394,5928534,1604008,66871
0400000US55,55,Wisconsin,55111,Management of companies and enterprises,2012,1084,1413394,5928534,1604008,66871
0400000US55,55,Wisconsin,551111,Offices of bank holding companies,2012,90,330473,42461,12527,862
0400000US55,55,Wisconsin,551112,Offices of other holding companies,2012,107,503498,105636,29268,862
0400000US55,55,Wisconsin,551114,"Corporate, subsidiary, and regional managing offices",2012,887,579423,5780437,1562213,65147
0400000US56,56,Wyoming,55,Management of companies and enterprises,2012,87,D,D,D,f
0400000US56,56,Wyoming,551,Management of companies and enterprises,2012,87,D,D,D,f
0400000US56,56,Wyoming,5511,Management of companies and enterprises,2012,87,D,D,D,f
0400000US56,56,Wyoming,55111,Management of companies and enterprises,2012,87,D,D,D,f
0400000US56,56,Wyoming,551111,Offices of bank holding companies,2012,5,D,D,D,a
0400000US56,56,Wyoming,551112,Offices of other holding companies,2012,18,12246,3195,707,55
0400000US56,56,Wyoming,551114,"Corporate, subsidiary, and regional managing offices",2012,64,42301,72425,15480,856
