DATE,RGF65M11,RGF65M12,RGF66M1,RGF66M2,RGF66M3,RGF66M4,RGF66M5,RGF66M6,RGF66M7,RGF66M8,RGF66M9,RGF66M10,RGF66M11,RGF66M12,RGF67M1,RGF67M2,RGF67M3,RGF67M4,RGF67M5,RGF67M6,RGF67M7,RGF67M8,RGF67M9,RGF67M10,RGF67M11,RGF67M12,RGF68M1,RGF68M2,RGF68M3,RGF68M4,RGF68M5,RGF68M6,RGF68M7,RGF68M8,RGF68M9,RGF68M10,RGF68M11,RGF68M12,RGF69M1,RGF69M2,RGF69M3,RGF69M4,RGF69M5,RGF69M6,RGF69M7,RGF69M8,RGF69M9,RGF69M10,RGF69M11,RGF69M12,RGF70M1,RGF70M2,RGF70M3,RGF70M4,RGF70M5,RGF70M6,RGF70M7,RGF70M8,RGF70M9,RGF70M10,RGF70M11,RGF70M12,RGF71M1,RGF71M2,RGF71M3,RGF71M4,RGF71M5,RGF71M6,RGF71M7,RGF71M8,RGF71M9,RGF71M10,RGF71M11,RGF71M12,RGF72M1,RGF72M2,RGF72M3,RGF72M4,RGF72M5,RGF72M6,RGF72M7,RGF72M8,RGF72M9,RGF72M10,RGF72M11,RGF72M12,RGF73M1,RGF73M2,RGF73M3,RGF73M4,RGF73M5,RGF73M6,RGF73M7,RGF73M8,RGF73M9,RGF73M10,RGF73M11,RGF73M12,RGF74M1,RGF74M2,RGF74M3,RGF74M4,RGF74M5,RGF74M6,RGF74M7,RGF74M8,RGF74M9,RGF74M10,RGF74M11,RGF74M12,RGF75M1,RGF75M2,RGF75M3,RGF75M4,RGF75M5,RGF75M6,RGF75M7,RGF75M8,RGF75M9,RGF75M10,RGF75M11,RGF75M12,RGF76M1,RGF76M2,RGF76M3,RGF76M4,RGF76M5,RGF76M6,RGF76M7,RGF76M8,RGF76M9,RGF76M10,RGF76M11,RGF76M12,RGF77M1,RGF77M2,RGF77M3,RGF77M4,RGF77M5,RGF77M6,RGF77M7,RGF77M8,RGF77M9,RGF77M10,RGF77M11,RGF77M12,RGF78M1,RGF78M2,RGF78M3,RGF78M4,RGF78M5,RGF78M6,RGF78M7,RGF78M8,RGF78M9,RGF78M10,RGF78M11,RGF78M12,RGF79M1,RGF79M2,RGF79M3,RGF79M4,RGF79M5,RGF79M6,RGF79M7,RGF79M8,RGF79M9,RGF79M10,RGF79M11,RGF79M12,RGF80M1,RGF80M2,RGF80M3,RGF80M4,RGF80M5,RGF80M6,RGF80M7,RGF80M8,RGF80M9,RGF80M10,RGF80M11,RGF80M12,RGF81M1,RGF81M2,RGF81M3,RGF81M4,RGF81M5,RGF81M6,RGF81M7,RGF81M8,RGF81M9,RGF81M10,RGF81M11,RGF81M12,RGF82M1,RGF82M2,RGF82M3,RGF82M4,RGF82M5,RGF82M6,RGF82M7,RGF82M8,RGF82M9,RGF82M10,RGF82M11,RGF82M12,RGF83M1,RGF83M2,RGF83M3,RGF83M4,RGF83M5,RGF83M6,RGF83M7,RGF83M8,RGF83M9,RGF83M10,RGF83M11,RGF83M12,RGF84M1,RGF84M2,RGF84M3,RGF84M4,RGF84M5,RGF84M6,RGF84M7,RGF84M8,RGF84M9,RGF84M10,RGF84M11,RGF84M12,RGF85M1,RGF85M2,RGF85M3,RGF85M4,RGF85M5,RGF85M6,RGF85M7,RGF85M8,RGF85M9,RGF85M10,RGF85M11,RGF85M12,RGF86M1,RGF86M2,RGF86M3,RGF86M4,RGF86M5,RGF86M6,RGF86M7,RGF86M8,RGF86M9,RGF86M10,RGF86M11,RGF86M12,RGF87M1,RGF87M2,RGF87M3,RGF87M4,RGF87M5,RGF87M6,RGF87M7,RGF87M8,RGF87M9,RGF87M10,RGF87M11,RGF87M12,RGF88M1,RGF88M2,RGF88M3,RGF88M4,RGF88M5,RGF88M6,RGF88M7,RGF88M8,RGF88M9,RGF88M10,RGF88M11,RGF88M12,RGF89M1,RGF89M2,RGF89M3,RGF89M4,RGF89M5,RGF89M6,RGF89M7,RGF89M8,RGF89M9,RGF89M10,RGF89M11,RGF89M12,RGF90M1,RGF90M2,RGF90M3,RGF90M4,RGF90M5,RGF90M6,RGF90M7,RGF90M8,RGF90M9,RGF90M10,RGF90M11,RGF90M12,RGF91M1,RGF91M2,RGF91M3,RGF91M4,RGF91M5,RGF91M6,RGF91M7,RGF91M8,RGF91M9,RGF91M10,RGF91M11,RGF91M12,RGF92M1,RGF92M2,RGF92M3,RGF92M4,RGF92M5,RGF92M6,RGF92M7,RGF92M8,RGF92M9,RGF92M10,RGF92M11,RGF92M12,RGF93M1,RGF93M2,RGF93M3,RGF93M4,RGF93M5,RGF93M6,RGF93M7,RGF93M8,RGF93M9,RGF93M10,RGF93M11,RGF93M12,RGF94M1,RGF94M2,RGF94M3,RGF94M4,RGF94M5,RGF94M6,RGF94M7,RGF94M8,RGF94M9,RGF94M10,RGF94M11,RGF94M12,RGF95M1,RGF95M2,RGF95M3,RGF95M4,RGF95M5,RGF95M6,RGF95M7,RGF95M8,RGF95M9,RGF95M10,RGF95M11,RGF95M12,RGF96M1,RGF96M2,RGF96M3,RGF96M4,RGF96M5,RGF96M6,RGF96M7,RGF96M8,RGF96M9,RGF96M10,RGF96M11,RGF96M12,RGF97M1,RGF97M2,RGF97M3,RGF97M4,RGF97M5,RGF97M6,RGF97M7,RGF97M8,RGF97M9,RGF97M10,RGF97M11,RGF97M12,RGF98M1,RGF98M2,RGF98M3,RGF98M4,RGF98M5,RGF98M6,RGF98M7,RGF98M8,RGF98M9,RGF98M10,RGF98M11,RGF98M12,RGF99M1,RGF99M2,RGF99M3,RGF99M4,RGF99M5,RGF99M6,RGF99M7,RGF99M8,RGF99M9,RGF99M10,RGF99M11,RGF99M12,RGF00M1,RGF00M2,RGF00M3,RGF00M4,RGF00M5,RGF00M6,RGF00M7,RGF00M8,RGF00M9,RGF00M10,RGF00M11,RGF00M12,RGF01M1,RGF01M2,RGF01M3,RGF01M4,RGF01M5,RGF01M6,RGF01M7,RGF01M8,RGF01M9,RGF01M10,RGF01M11,RGF01M12,RGF02M1,RGF02M2,RGF02M3,RGF02M4,RGF02M5,RGF02M6,RGF02M7,RGF02M8,RGF02M9,RGF02M10,RGF02M11,RGF02M12,RGF03M1,RGF03M2,RGF03M3,RGF03M4,RGF03M5,RGF03M6,RGF03M7,RGF03M8,RGF03M9,RGF03M10,RGF03M11,RGF03M12,RGF04M1,RGF04M2,RGF04M3,RGF04M4,RGF04M5,RGF04M6,RGF04M7,RGF04M8,RGF04M9,RGF04M10,RGF04M11,RGF04M12,RGF05M1,RGF05M2,RGF05M3,RGF05M4,RGF05M5,RGF05M6,RGF05M7,RGF05M8,RGF05M9,RGF05M10,RGF05M11,RGF05M12,RGF06M1,RGF06M2,RGF06M3,RGF06M4,RGF06M5,RGF06M6,RGF06M7,RGF06M8,RGF06M9,RGF06M10,RGF06M11,RGF06M12,RGF07M1,RGF07M2,RGF07M3,RGF07M4,RGF07M5,RGF07M6,RGF07M7,RGF07M8,RGF07M9,RGF07M10,RGF07M11,RGF07M12,RGF08M1,RGF08M2,RGF08M3,RGF08M4,RGF08M5,RGF08M6,RGF08M7,RGF08M8,RGF08M9,RGF08M10,RGF08M11,RGF08M12,RGF09M1,RGF09M2,RGF09M3,RGF09M4,RGF09M5,RGF09M6,RGF09M7,RGF09M8,RGF09M9,RGF09M10,RGF09M11,RGF09M12,RGF10M1,RGF10M2,RGF10M3,RGF10M4,RGF10M5,RGF10M6,RGF10M7,RGF10M8,RGF10M9,RGF10M10,RGF10M11,RGF10M12,RGF11M1,RGF11M2,RGF11M3,RGF11M4,RGF11M5,RGF11M6,RGF11M7,RGF11M8,RGF11M9,RGF11M10,RGF11M11,RGF11M12,RGF12M1,RGF12M2,RGF12M3,RGF12M4,RGF12M5,RGF12M6,RGF12M7,RGF12M8,RGF12M9,RGF12M10,RGF12M11,RGF12M12,RGF13M1,RGF13M2,RGF13M3,RGF13M4,RGF13M5,RGF13M6,RGF13M7,RGF13M8,RGF13M9,RGF13M10,RGF13M11,RGF13M12,RGF14M1,RGF14M2,RGF14M3,RGF14M4,RGF14M5,RGF14M6,RGF14M7,RGF14M8,RGF14M9,RGF14M10,RGF14M11,RGF14M12,RGF15M1,RGF15M2,RGF15M3,RGF15M4,RGF15M5,RGF15M6,RGF15M7,RGF15M8,RGF15M9,RGF15M10,RGF15M11,RGF15M12,RGF16M1,RGF16M2,RGF16M3,RGF16M4,RGF16M5,RGF16M6,RGF16M7,RGF16M8,RGF16M9,RGF16M10,RGF16M11,RGF16M12,RGF17M1,RGF17M2,RGF17M3,RGF17M4,RGF17M5,RGF17M6,RGF17M7,RGF17M8,RGF17M9,RGF17M10,RGF17M11,RGF17M12,RGF18M1,RGF18M2,RGF18M3,RGF18M4,RGF18M5,RGF18M6
1947:Q1,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,112.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,166.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.7,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4
1947:Q2,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,171.3,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,185.6,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9,239.9
1947:Q3,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,185.7,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,224.4,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3,239.3
