DATE,TIME,BOROUGH,ZIP CODE,latitude,longitude,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/01/2018,13:20,BRONX,10458,40.86226,-73.89589,"(40.86226, -73.89589)",EAST FORDHAM ROAD               ,VALENTINE AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3892120,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/25/2018,0:34,BRONX,10468,40.86223,-73.91116,"(40.86223, -73.91116)",,,2297      CEDAR AVENUE,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3929465,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/12/2018,3:55,,,40.861862,-73.91282,"(40.861862, -73.91282)",WEST FORDHAM ROAD               ,,,2,0,0,0,0,0,2,0,Unspecified,,,,,3899293,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/19/2018,3:40,,,40.861862,-73.91282,"(40.861862, -73.91282)",WEST FORDHAM ROAD               ,,,3,0,0,0,0,0,3,0,Unspecified,,,,,3903836,Sedan,,,,
05/25/2018,21:01,,,40.861862,-73.91282,"(40.861862, -73.91282)",MAJOR DEEGAN EXPRESSWAY         ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3908373,Sedan,Motorcycle,Motorcycle,,
06/06/2018,18:00,,,40.861862,-73.91282,"(40.861862, -73.91282)",WEST FORDHAM ROAD               ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3916876,Sedan,Sedan,,,
06/25/2018,2:20,,,40.861828,-73.89286,"(40.861828, -73.89286)",EAST FORDHAM ROAD               ,,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,,,3929832,Sedan,Sedan,Sedan,,
05/09/2018,19:00,MANHATTAN,10034,40.86177,-73.91848,"(40.86177, -73.91848)",9 AVENUE,WEST 204 STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3898011,Sedan,Taxi,,,
05/27/2018,10:03,BRONX,10468,40.86166,-73.910965,"(40.86166, -73.910965)",,,264       WEST FORDHAM ROAD,5,0,0,0,0,0,5,0,Other Vehicular,Other Vehicular,Other Vehicular,Unsafe Speed,,3908528,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,
06/16/2018,0:00,BRONX,10458,40.86028,-73.89405,"(40.86028, -73.89405)",EAST 188 STREET,MARION AVENUE,,2,0,2,0,0,0,0,0,Unspecified,,,,,3923014,Taxi,,,,
05/13/2018,16:29,BRONX,10469,40.859825,-73.848885,"(40.859825, -73.848885)",,,1309      ASTOR AVENUE,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,3900477,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,BOAT,
05/08/2018,11:10,,,40.859303,-73.89884,"(40.859303, -73.89884)",GRAND CONCOURSE                 ,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3897407,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/13/2018,14:07,BRONX,10464,40.85914,-73.81824,"(40.85914, -73.81824)",PELHAM PARKWAY                  ,SHORE ROAD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3899681,Convertible,Sedan,,,
05/27/2018,0:00,BRONX,10464,40.85914,-73.81824,"(40.85914, -73.81824)",PELHAM PARKWAY                  ,SHORE ROAD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3909356,Sedan,Sedan,Sedan,,
06/23/2018,3:50,BRONX,10464,40.85914,-73.81824,"(40.85914, -73.81824)",PELHAM PARKWAY                  ,SHORE ROAD,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3927664,Sedan,Pick-up Truck,,,
06/04/2018,20:45,,,40.857235,-73.852745,"(40.857235, -73.852745)",PELHAM PARKWAY SOUTH            ,TENBROECK AVENUE,,6,0,0,0,0,0,6,0,Other Vehicular,Other Vehicular,,,,3920219,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/19/2018,23:15,BRONX,10458,40.857117,-73.89907,"(40.857117, -73.89907)",RYER AVENUE                     ,EAST 183 STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3925088,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
06/23/2018,0:47,BRONX,10453,40.857105,-73.90936,"(40.857105, -73.90936)",UNIVERSITY AVENUE               ,WEST 181 STREET,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,,,,3928447,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/04/2018,14:20,BRONX,10458,40.856693,-73.88465,"(40.856693, -73.88465)",BELMONT AVENUE                  ,EAST 189 STREET,,2,0,0,0,0,0,2,0,Other Vehicular,Following Too Closely,,,,3914610,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/17/2018,0:01,,,40.856537,-73.87257,"(40.856537, -73.87257)",BRONX RIVER PARKWAY             ,,,3,0,0,0,0,0,3,0,Following Too Closely,Following Too Closely,Unspecified,,,3902255,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
05/29/2018,14:52,,,40.856358,-73.826515,"(40.856358, -73.826515)",BRUCKNER EXPRESSWAY             ,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3911506,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/04/2018,14:21,BRONX,10453,40.856045,-73.90079,"(40.856045, -73.90079)",GRAND CONCOURSE                 ,EAST 182 STREET,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,,,,3894221,TAXI,PASSENGER VEHICLE,,,
05/23/2018,20:15,BRONX,10453,40.856045,-73.90079,"(40.856045, -73.90079)",GRAND CONCOURSE                 ,EAST 182 STREET,,5,0,0,0,0,0,5,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3906353,Sedan,Sedan,,,
06/04/2018,1:30,,,40.856045,-73.90079,"(40.856045, -73.90079)",GRAND CONCOURSE                 ,,,2,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3913311,Station Wagon/Sport Utility Vehicle,Taxi,,,
05/26/2018,18:06,BRONX,10462,40.855167,-73.86771,"(40.855167, -73.86771)",,,2155      WHITE PLAINS ROAD,2,0,2,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3909074,Sedan,,,,
05/01/2018,8:07,,,40.854874,-73.916794,"(40.854874, -73.916794)",SEDGWICK AVENUE                 ,,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3892296,SPORT UTILITY / STATION WAGON,,,,
06/17/2018,21:00,BRONX,10458,40.853985,-73.882576,"(40.853985, -73.882576)",,,2409      PROSPECT AVENUE,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3923049,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
05/10/2018,19:13,BRONX,10453,40.853474,-73.906456,"(40.853474, -73.906456)",EAST BURNSIDE AVENUE            ,WALTON AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3898442,Sedan,FIRE,,,
06/13/2018,6:04,BRONX,10461,40.853443,-73.856094,"(40.853443, -73.856094)",NEILL AVENUE                    ,HAIGHT AVENUE,,2,0,0,0,0,0,2,0,Other Vehicular,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,3920083,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Sedan
05/09/2018,20:50,,,40.853344,-73.881676,"(40.853344, -73.881676)",SOUTHERN BOULEVARD              ,,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,,,,3897671,Sedan,Sedan,,,
05/26/2018,0:10,,,40.852787,-73.89663,"(40.852787, -73.89663)",PARK AVENUE                     ,,,2,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,,,,3907772,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/12/2018,11:08,BRONX,10461,40.852573,-73.853165,"(40.852573, -73.853165)",,,1903      WILLIAMSBRIDGE ROAD,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3920072,Taxi,Station Wagon/Sport Utility Vehicle,,,
06/16/2018,20:25,,,40.852516,-73.90001,"(40.852516, -73.90001)",VALENTINE AVENUE                ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3923086,Sedan,Sedan,,,
05/22/2018,12:02,BRONX,10462,40.852425,-73.86873,"(40.852425, -73.86873)",BRONX PARK EAST                 ,BRADY AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3906129,Sedan,Sedan,,,
05/13/2018,13:25,,,40.852306,-73.89811,"(40.852306, -73.89811)",WEBSTER AVENUE                  ,EAST 180 STREET,,3,0,0,0,0,0,3,0,Following Too Closely,Following Too Closely,,,,3900583,Van,Station Wagon/Sport Utility Vehicle,,,
05/29/2018,13:18,BRONX,10461,40.85187,-73.853775,"(40.85187, -73.853775)",TOMLINSON AVENUE                ,RHINELANDER AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3910908,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/18/2018,15:25,,,40.8514,-73.90606,"(40.8514, -73.90606)",EAST 179 STREET,,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3924767,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/16/2018,3:45,BRONX,10461,40.85097,-73.828445,"(40.85097, -73.828445)",,,3135      SANDS PLACE,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3922175,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,
05/25/2018,4:20,BRONX,10457,40.850735,-73.902824,"(40.850735, -73.902824)",ANTHONY AVENUE                  ,EAST 179 STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3907964,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
06/07/2018,20:40,BRONX,10453,40.850494,-73.91546,"(40.850494, -73.91546)",WEST TREMONT AVENUE             ,UNIVERSITY AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3917147,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/15/2018,17:30,BRONX,10457,40.850456,-73.899315,"(40.850456, -73.899315)",EAST 179 STREET,WEBSTER AVENUE,,2,0,0,0,0,0,2,0,Other Vehicular,Driver Inexperience,Other Vehicular,Turning Improperly,,3904535,Station Wagon/Sport Utility Vehicle,Taxi,Taxi,Station Wagon/Sport Utility Vehicle,
06/20/2018,18:50,BRONX,10453,40.849667,-73.90802,"(40.849667, -73.90802)",EAST 177 STREET,MORRIS AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3927372,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/16/2018,21:07,BRONX,10457,40.84953,-73.89012,"(40.84953, -73.89012)",,,2119      HUGHES AVENUE,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Other Vehicular,,,,3902970,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/27/2018,17:53,BRONX,10453,40.84944,-73.906006,"(40.84944, -73.906006)",GRAND CONCOURSE                 ,EAST TREMONT AVENUE,,2,0,0,0,0,0,1,0,Following Too Closely,Other Vehicular,,,,3908529,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/26/2018,18:00,,,40.849403,-73.871445,"(40.849403, -73.871445)",BRONX RIVER PARKWAY             ,,,6,0,0,0,0,0,6,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3908477,Station Wagon/Sport Utility Vehicle,Taxi,Sedan,,
06/21/2018,8:00,BRONX,10457,40.84893,-73.890465,"(40.84893, -73.890465)",HUGHES AVENUE                   ,EAST 180 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,,,,3928051,Sedan,Bus,,,
05/24/2018,11:35,,,40.848793,-73.94358,"(40.848793, -73.94358)",HENRY HUDSON PARKWAY            ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3909925,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/02/2018,15:49,,,40.848114,-73.901474,"(40.848114, -73.901474)",VALENTINE AVENUE                ,EAST TREMONT AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3914653,Sedan,Sedan,,,
05/22/2018,15:09,BRONX,10457,40.847855,-73.895584,"(40.847855, -73.895584)",3 AVENUE,EAST 178 STREET,,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,3906542,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2018,0:00,,,40.847794,-73.82671,"(40.847794, -73.82671)",BRUCKNER EXPRESSWAY             ,,,4,0,0,0,0,0,4,0,Passing or Lane Usage Improper,Unspecified,,,,3913639,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2018,9:10,,,40.847775,-73.901665,"(40.847775, -73.901665)",CARTER AVENUE                   ,EAST TREMONT AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3896575,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
06/19/2018,11:26,BRONX,10462,40.84773,-73.85709,"(40.84773, -73.85709)",MORRIS PARK AVENUE              ,RADCLIFF AVENUE,,2,0,0,0,0,0,2,0,Turning Improperly,Failure to Keep Right,,,,3928007,Box Truck,Taxi,,,
05/14/2018,10:50,BRONX,10453,40.84773,-73.91765,"(40.84773, -73.91765)",BRANDT PLACE                    ,NELSON AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3901007,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/07/2018,22:35,BRONX,10457,40.84764,-73.901,"(40.84764, -73.901)",EAST TREMONT AVENUE             ,WEBSTER AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3896224,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/28/2018,14:30,,,40.847168,-73.93394,"(40.847168, -73.93394)",CROSS BRONX EXPY                ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3912306,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/07/2018,17:30,,,40.847122,-73.90838,"(40.847122, -73.90838)",GRAND CONCOURSE                 ,MORRIS AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3917145,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
05/18/2018,11:19,,,40.846874,-73.90877,"(40.846874, -73.90877)",GRAND CONCOURSE                 ,EAST 175 STREET,,3,0,1,0,0,0,2,0,Unsafe Speed,Unspecified,Unspecified,,,3903637,Station Wagon/Sport Utility Vehicle,Sedan,Taxi,,
05/15/2018,15:30,BRONX,10457,40.846825,-73.89705,"(40.846825, -73.89705)",EAST TREMONT AVENUE             ,BATHGATE AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3901830,AMBUL,Box Truck,,,
05/03/2018,21:25,,,40.846565,-73.92589,"(40.846565, -73.92589)",MAJOR DEEGAN EXPRESSWAY         ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3893313,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/20/2018,22:09,,,40.84647,-73.92633,"(40.84647, -73.92633)",MAJOR DEEGAN EXPRESSWAY RAMP    ,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,3904244,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
05/27/2018,21:30,BRONX,10462,40.84642,-73.85607,"(40.84642, -73.85607)",VANNEST AVENUE                  ,RADCLIFF AVENUE,,3,0,0,0,0,0,3,0,Alcohol Involvement,Other Vehicular,Other Vehicular,,,3909023,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
05/03/2018,15:40,BRONX,10461,40.84636,-73.84463,"(40.84636, -73.84463)",EASTCHESTER ROAD                ,WATERS PLACE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Other Vehicular,,,,3894552,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/05/2018,15:15,BRONX,10460,40.846195,-73.880486,"(40.846195, -73.880486)",BRONX PARK SOUTH                ,DALY AVENUE,,2,0,0,0,0,0,2,0,Reaction to Other Uninvolved Vehicle,Unspecified,Unspecified,,,3894953,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
05/23/2018,7:10,,,40.84543,-73.91399,"(40.84543, -73.91399)",JEROME AVENUE                   ,,,2,0,0,0,2,0,0,0,Unspecified,Unspecified,,,,3907554,Bike,Station Wagon/Sport Utility Vehicle,,,
06/06/2018,11:03,,,40.84519,-73.9112,"(40.84519, -73.9112)",CROSS BRONX EXPY                ,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,Unspecified,,,3916804,Flat Bed,Station Wagon/Sport Utility Vehicle,Flat Bed,,
06/15/2018,23:50,,,40.84519,-73.9112,"(40.84519, -73.9112)",CROSS BRONX EXPY                ,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,,,,3923185,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/18/2018,23:40,,,40.84519,-73.9112,"(40.84519, -73.9112)",CROSS BRONX EXPY                ,,,5,0,0,0,0,0,5,0,Following Too Closely,Following Too Closely,Following Too Closely,Unspecified,Unspecified,3926153,Station Wagon/Sport Utility Vehicle,Taxi,Station Wagon/Sport Utility Vehicle,Taxi,Sedan
06/11/2018,0:35,,,40.845104,-73.91494,"(40.845104, -73.91494)",CROSS BRONX EXPY                ,,,3,0,0,0,0,0,3,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,,3919124,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
06/13/2018,11:53,,,40.84506,-73.916855,"(40.84506, -73.916855)",CROSS BRONX EXPY                ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3920686,Sedan,Sedan,,,
05/13/2018,15:55,BRONX,10460,40.844982,-73.88244,"(40.844982, -73.88244)",EAST 180 STREET,HONEYWELL AVENUE,,5,0,0,0,0,0,5,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3902969,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
05/06/2018,2:10,,,40.84487,-73.92068,"(40.84487, -73.92068)",CROSS BRONX EXPY                ,,,14,0,0,0,0,0,14,0,Unsafe Lane Changing,Unsafe Lane Changing,Driver Inattention/Distraction,Outside Car Distraction,Unspecified,3897790,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
06/09/2018,6:30,,,40.844864,-73.92256,"(40.844864, -73.92256)",CROSS BRONX EXPY                ,,,3,0,0,0,0,0,2,0,Other Vehicular,Alcohol Involvement,Unspecified,,,3918899,PASSENGER VEHICLE,TT,TR,,
05/29/2018,13:11,BRONX,10452,40.844234,-73.92363,"(40.844234, -73.92363)",UNIVERSITY AVENUE               ,OGDEN AVENUE,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3910915,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/07/2018,14:20,,,40.844105,-73.898,"(40.844105, -73.898)",CROSS BRONX EXPY                ,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3896627,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
06/04/2018,22:16,,,40.843994,-73.89752,"(40.843994, -73.89752)",CROSS BRONX EXPRESSWAY          ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3914661,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/12/2018,8:45,BRONX,10452,40.843906,-73.92413,"(40.843906, -73.92413)",UNIVERSITY AVENUE               ,BOSCOBEL PLACE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3899003,Taxi,Sedan,,,
05/20/2018,18:15,,,40.843678,-73.89426,"(40.843678, -73.89426)",CROSS BRONX EXPY                ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3911796,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/04/2018,15:36,,,40.843204,-73.91196,"(40.843204, -73.91196)",MOUNT EDEN PARKWAY              ,,,2,0,0,0,0,0,2,0,Outside Car Distraction,Aggressive Driving/Road Rage,,,,3898998,Sedan,Taxi,,,
05/18/2018,11:19,BRONX,10452,40.843204,-73.91196,"(40.843204, -73.91196)",GRAND CONCOURSE                 ,MOUNT EDEN PARKWAY,,4,0,0,0,0,0,4,0,Unsafe Speed,Unspecified,Unspecified,,,3903613,Station Wagon/Sport Utility Vehicle,Taxi,Station Wagon/Sport Utility Vehicle,,
05/20/2018,0:00,,,40.84307,-73.848076,"(40.84307, -73.848076)",EAST TREMONT AVENUE             ,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3905373,Sedan,Sedan,,,
06/06/2018,0:00,BRONX,10457,40.843002,-73.90359,"(40.843002, -73.90359)",WEBSTER AVENUE                  ,EAST 173 STREET,,2,0,0,0,0,0,2,0,Backing Unsafely,Unspecified,,,,3915307,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/01/2018,9:45,BRONX,10461,40.84294,-73.83871,"(40.84294, -73.83871)",,,1200      WATERS PLACE,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Other Vehicular,,,,3891925,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
06/17/2018,20:30,BRONX,10452,40.842773,-73.922806,"(40.842773, -73.922806)",GRANT HIGHWAY                   ,PLIMPTON AVENUE,,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,,,,,3924419,,,,,
05/02/2018,14:46,BRONX,10461,40.842766,-73.84594,"(40.842766, -73.84594)",EAST TREMONT AVENUE             ,SAINT RAYMOND AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3894773,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/07/2018,17:32,BRONX,10452,40.842335,-73.91619,"(40.842335, -73.91619)",JEROME AVENUE                   ,EAST 172 STREET,,2,0,0,0,0,0,2,0,Unspecified,,,,,3901674,Taxi,,,,
06/03/2018,11:00,,,40.84224,-73.917694,"(40.84224, -73.917694)",INWOOD AVENUE                   ,,,2,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3919817,PASSENGER VEHICLE,TK,,,
06/24/2018,22:30,,,40.84219,-73.89411,"(40.84219, -73.89411)",CROTONA AVENUE                  ,CROTONA PARK NORTH,,3,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,3930280,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/24/2018,22:00,,,40.84205,-73.83791,"(40.84205, -73.83791)",HUTCHINSON RIVER PARKWAY        ,,,3,0,0,0,0,0,3,0,Unspecified,,,,,3908635,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/15/2018,13:27,,,40.841652,-73.87233,"(40.841652, -73.87233)",MORRIS PARK AVENUE              ,,,13,0,0,0,0,0,13,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3923078,Bus,Pick-up Truck,,,
05/24/2018,0:30,,,40.841347,-73.9169,"(40.841347, -73.9169)",JEROME AVENUE                   ,,,2,0,0,0,0,0,2,0,Turning Improperly,Unspecified,,,,3907113,Sedan,Sedan,,,
06/24/2018,0:00,BRONX,10452,40.84126,-73.92805,"(40.84126, -73.92805)",SEDGWICK AVENUE                 ,DEPOT PLACE,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3930417,Sedan,Sedan,,,
05/28/2018,14:30,,,40.84097,-73.89918,"(40.84097, -73.89918)",3 AVENUE,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3910365,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/13/2018,17:33,BRONX,10460,40.839966,-73.87684,"(40.839966, -73.87684)",,,1113      EAST TREMONT AVENUE,3,0,0,0,0,0,3,0,Unsafe Lane Changing,Unspecified,,,,3900106,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2018,17:41,BRONX,10457,40.839947,-73.90907,"(40.839947, -73.90907)",TELLER AVENUE                   ,EAST 172 STREET,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,,,,3904600,Bus,Sedan,,,
05/23/2018,21:00,BRONX,10460,40.83987,-73.89018,"(40.83987, -73.89018)",CROTONA PARK NORTH              ,MARMION AVENUE,,4,0,0,0,0,0,4,0,Unsafe Speed,Driver Inattention/Distraction,,,,3907187,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/08/2018,13:30,BRONX,10460,40.839767,-73.86489,"(40.839767, -73.86489)",LELAND AVENUE                   ,GUERLAIN STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3896866,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/06/2018,21:45,BRONX,10457,40.839325,-73.90241,"(40.839325, -73.90241)",,,1585      WASHINGTON AVENUE,5,0,0,0,0,0,5,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,3895126,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
06/08/2018,17:10,BRONX,10460,40.839245,-73.8701,"(40.839245, -73.8701)",BRONX RIVER AVENUE              ,ROSEDALE AVENUE,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,,,,3917560,Sedan,Pick-up Truck,,,
06/13/2018,22:46,,,40.838886,-73.921646,"(40.838886, -73.921646)",WEST 169 STREET,GRANT HIGHWAY,,5,0,0,0,0,0,5,0,Unsafe Speed,Turning Improperly,,,,3920649,Sedan,Sedan,,,
06/19/2018,20:58,,,40.838886,-73.921646,"(40.838886, -73.921646)",GRANT HIGHWAY                   ,WEST 169 STREET,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Reaction to Uninvolved Vehicle,,,,3925629,Sedan,Sedan,,,
05/09/2018,19:55,BRONX,10457,40.838875,-73.90266,"(40.838875, -73.90266)",CLAREMONT PARKWAY               ,WASHINGTON AVENUE,,2,0,0,0,0,0,2,0,Unspecified,,,,,3897104,SPORT UTILITY / STATION WAGON,,,,
05/11/2018,14:10,BRONX,10460,40.83839,-73.88606,"(40.83839, -73.88606)",BOSTON ROAD                     ,HOE AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3899008,Station Wagon/Sport Utility Vehicle,Sedan,,,
